Age,RemoteWork,YearsCode,Knowledge_1,JobSatPoints_1,AISelect,JobSat,JobSatPoints_6,JobSatPoints_8
20,1,5,1,0,1,6,0,0
40,1,9,-2,25,1,9,40,15
30,2,10,0,10,1,7,20,25
30,2,10,1,0,0,7,20,0
30,1,15,1,0,1,6,0,0
30,2,9,1,0,0,7,0,0
40,2,14,2,0,0,6,35,25
40,2,24,1,10,1,6,10,10
40,1,17,1,100,1,10,100,100
30,2,15,0,20,1,0,20,20
20,3,5,1,0,1,7,0,0
40,2,30,1,10,0,7,20,0
40,2,20,2,20,0,7,25,15
30,1,8,1,12,1,8,30,20
50,1,4,1,0,1,7,20,0
40,1,14,1,0,0,8,35,30
30,1,16,1,0,0,8,0,0
20,3,10,1,0,0,3,8,8
50,1,28,1,0,1,8,0,0
30,2,12,2,0,1,8,20,0
20,1,11,2,10,0,8,30,0
30,2,10,2,10,1,7,15,15
30,3,3,-1,20,1,4,10,10
40,1,20,2,40,0,8,30,0
30,1,5,2,50,1,8,100,0
30,1,11,1,20,1,10,10,10
30,1,16,2,0,1,7,0,0
20,1,5,1,20,1,8,20,20
30,1,17,2,20,0,6,20,20
30,1,8,1,80,1,6,80,80
30,2,6,0,0,1,7,0,0
30,1,14,1,0,0,6,0,0
30,3,7,1,60,0,6,80,70
30,2,6,1,0,1,0,0,0
30,2,0,2,80,1,5,100,100
60,2,42,2,10,0,9,20,30
20,1,12,0,0,0,6,20,0
30,3,2,0,100,0,2,100,100
30,1,6,2,90,1,4,10,100
30,1,15,2,2,1,8,22,10
40,2,8,2,20,0,6,20,0
40,2,30,2,0,1,7,0,0
20,3,7,1,0,1,2,0,0
20,3,4,1,0,1,5,0,0
20,3,6,1,20,1,7,15,20
20,2,8,1,25,1,7,30,30
30,2,8,1,0,1,6,20,0
30,2,13,1,30,1,7,30,0
40,1,22,2,0,1,7,0,0
30,2,13,1,0,1,2,5,0
20,2,5,1,0,1,5,25,10
30,1,17,2,5,0,8,20,10
40,3,3,1,100,1,3,0,0
40,1,22,1,0,1,7,0,0
30,1,11,2,100,1,7,100,100
30,1,9,2,30,1,8,20,0
30,2,9,1,20,1,3,40,0
40,2,15,2,0,0,7,0,0
30,2,8,1,10,1,7,10,25
30,2,11,2,0,1,7,50,50
40,2,34,2,0,0,2,0,0
30,3,10,1,10,1,2,8,10
40,2,12,1,40,1,2,20,20
40,2,25,1,0,0,1,20,25
30,1,10,0,0,0,7,0,0
50,2,25,1,20,1,3,50,10
30,2,15,1,0,1,8,40,40
30,1,12,0,10,0,8,50,10
40,1,11,1,0,0,8,0,0
30,1,15,1,60,1,7,15,10
40,1,23,-2,20,0,7,20,20
30,1,9,0,60,1,3,30,50
40,1,16,-1,0,1,6,0,0
20,2,8,1,0,0,2,0,0
30,3,14,1,10,0,9,50,25
40,1,15,1,25,1,9,10,0
30,2,16,1,0,1,7,0,0
50,1,38,1,0,1,7,0,10
30,2,9,0,0,0,4,20,40
40,2,18,0,0,0,3,0,0
50,2,25,1,30,1,7,70,0
30,1,17,2,25,1,7,25,0
30,3,9,1,25,1,8,25,20
20,3,9,1,0,0,5,0,0
30,2,10,1,0,1,8,20,30
50,1,25,1,10,0,4,15,20
30,2,14,2,0,1,8,25,25
20,1,8,1,20,1,7,25,10
40,1,20,2,20,0,10,15,25
40,2,22,1,20,1,7,30,30
30,3,10,1,0,0,7,0,0
30,3,5,1,90,0,3,30,90
30,2,7,2,30,1,10,0,0
50,2,18,1,0,0,6,100,80
40,2,21,1,100,1,9,80,100
50,3,30,1,0,0,8,10,30
40,2,20,0,40,0,8,10,40
30,2,6,1,75,1,8,80,50
20,2,10,2,10,0,8,15,30
20,2,12,1,5,1,6,10,40
20,2,9,1,5,1,7,20,20
40,2,10,1,10,1,8,30,15
20,2,4,2,100,1,5,100,100
30,2,8,0,60,1,7,80,80
30,2,10,2,30,1,7,30,0
30,2,16,-1,0,0,9,50,100
30,1,12,0,90,0,8,60,100
20,2,5,1,100,1,8,100,100
20,3,6,1,10,1,2,40,50
40,2,22,2,50,1,7,10,30
20,1,5,1,70,1,9,90,90
20,2,9,1,10,1,8,5,10
30,3,7,2,30,1,9,0,20
40,3,14,1,10,0,8,10,10
30,1,12,2,20,1,7,20,40
40,2,3,0,0,1,6,30,0
18,2,4,2,18,1,7,30,60
40,3,20,2,100,0,8,50,100
30,2,22,1,20,1,7,20,30
30,1,16,2,0,0,10,0,0
40,2,28,2,40,0,8,10,30
30,1,15,-1,0,0,7,20,20
30,2,15,2,20,0,7,60,5
30,2,9,2,70,1,7,80,60
40,2,19,0,10,1,7,20,20
50,2,31,1,10,0,5,20,10
30,2,12,2,0,0,3,0,0
30,2,23,2,0,0,9,30,0
30,3,4,2,90,1,10,100,90
30,1,6,1,100,1,5,70,50
30,1,11,1,10,0,2,80,90
50,2,42,2,100,1,7,0,0
30,3,4,1,0,1,8,20,5
40,1,24,0,0,0,3,50,30
30,2,11,1,50,1,7,10,10
30,1,8,2,100,1,7,100,100
30,2,5,1,10,0,5,20,12
30,3,5,1,15,1,7,20,5
20,3,4,1,50,0,7,70,0
30,2,13,1,0,1,7,30,30
40,2,18,1,70,0,5,60,60
30,2,9,1,7,1,10,46,35
20,2,6,2,98,1,9,85,90
30,1,2,2,60,1,9,0,0
40,2,27,1,0,1,7,0,0
30,1,17,-1,5,1,8,25,20
30,1,10,0,70,1,3,0,0
20,1,8,1,20,0,8,50,0
40,1,20,2,20,1,8,20,50
30,3,13,1,20,1,8,40,30
40,2,20,1,5,1,8,10,10
40,2,25,2,30,0,9,0,10
60,2,38,2,0,0,3,50,0
30,2,22,2,10,1,8,20,30
30,2,8,1,20,1,9,10,21
30,1,9,-2,80,1,8,90,100
30,3,5,2,0,1,6,15,30
30,1,18,1,15,1,9,15,30
40,2,18,2,70,1,7,100,50
40,3,4,0,0,0,7,0,0
40,2,15,1,10,1,7,20,20
20,3,2,1,0,1,0,0,0
20,1,5,1,60,1,6,0,0
30,2,10,2,10,1,10,10,20
50,1,38,1,0,0,7,20,0
30,3,7,1,100,1,6,100,100
30,2,14,0,90,0,7,70,50
50,3,29,1,0,1,9,20,50
60,2,38,2,0,0,9,5,0
20,3,3,2,52,0,2,24,33
40,2,20,1,80,1,7,100,80
30,1,15,2,0,0,8,0,0
40,1,25,2,0,0,8,0,0
30,2,4,1,1,1,7,80,80
30,1,11,2,90,0,9,60,95
30,2,18,2,0,1,9,100,0
30,1,10,2,3,0,8,20,0
20,3,9,-1,10,0,2,15,70
30,2,5,1,20,1,8,40,0
30,1,17,2,20,0,8,10,20
40,3,20,1,10,1,3,30,40
40,2,28,2,20,1,2,0,30
30,2,16,1,20,1,8,50,0
40,1,10,1,10,1,9,10,20
30,1,15,1,0,1,10,15,30
50,2,35,1,20,1,8,12,12
40,2,16,0,100,1,9,0,0
20,3,8,2,0,0,6,40,0
30,1,10,1,10,0,8,11,7
30,1,10,0,10,1,6,10,5
40,2,24,1,10,1,5,5,10
30,2,8,-2,10,0,0,25,25
50,1,25,1,30,0,6,30,20
40,2,10,1,30,1,2,10,20
40,3,21,1,0,0,9,50,0
40,3,9,1,100,1,10,100,70
60,2,37,2,20,0,9,35,10
40,2,20,1,2,1,7,10,30
50,2,20,-2,20,0,8,20,20
30,2,11,2,0,1,6,20,10
40,2,20,2,5,0,8,10,15
40,3,16,2,50,0,10,10,0
30,3,9,1,5,0,8,25,5
30,2,15,2,15,0,7,10,20
30,1,10,2,30,1,5,80,40
50,2,41,2,0,1,8,0,0
40,2,25,2,30,0,4,30,10
40,1,15,1,0,0,6,0,4
30,2,10,0,0,1,8,1,0
30,3,6,1,8,0,7,8,8
20,3,6,0,0,0,1,0,0
20,2,9,-1,5,0,6,20,10
30,1,12,1,10,0,8,30,20
30,2,15,2,60,0,8,70,65
40,3,19,1,10,1,7,0,20
40,1,10,1,5,0,8,30,10
30,2,10,2,20,1,7,10,35
40,2,18,2,5,1,3,25,20
20,1,7,1,10,0,10,60,0
40,2,28,0,90,1,10,90,70
30,2,4,0,0,1,9,5,20
20,2,8,1,1,1,9,1,1
40,2,5,1,30,1,8,10,20
30,1,11,0,0,1,5,30,20
50,3,15,2,9,0,2,7,7
30,2,11,2,100,1,10,100,50
30,1,12,2,25,1,7,10,0
20,1,3,-1,20,1,8,12,22
40,1,8,1,0,0,7,33.3,33.3
60,1,30,1,30,1,5,10,20
40,2,26,1,90,0,7,70,90
40,3,6,1,1,1,4,10,20
30,2,7,2,20,1,6,0,20
50,2,25,-1,5,0,6,10,25
40,1,27,1,30,1,4,10,20
50,2,26,0,0,0,9,0,0
30,3,8,1,0,0,8,40,60
40,2,20,2,13,0,4,15,8
30,2,12,1,20,1,8,20,30
30,3,10,0,5,1,7,9,4
20,2,14,1,0,1,7,0,0
30,2,15,1,0,1,6,0,30
20,2,2,-1,10,1,4,45,20
30,2,15,-1,30,1,7,10,0
30,2,15,2,70,1,8,80,90
20,3,8,0,5,1,6,6,8
30,3,11,-1,0,1,7,20,0
40,2,22,0,90,1,9,90,85
30,3,8,0,5,1,5,20,5
30,3,8,2,15,0,6,10,15
40,1,20,0,0,0,5,0,0
40,1,18,1,0,1,6,20,15
40,2,10,1,0,1,5,0,0
30,3,14,-1,12,0,9,19,15
20,2,10,1,0,0,8,40,10
40,2,19,-1,0,0,8,0,0
50,2,20,2,60,1,5,0,0
30,2,10,-1,0,1,7,0,0
30,2,9,0,70,1,6,90,99
20,3,6,1,0,1,8,0,0
40,1,15,1,0,1,8,50,5
30,2,8,2,80,0,10,90,0
60,2,44,2,0,1,6,0,0
30,2,11,-1,20,0,4,100,60
30,2,9,2,70,0,5,80,50
40,2,25,2,0,1,7,30,20
30,3,8,1,5,1,6,15,10
40,1,5,2,10,1,9,50,10
40,1,17,1,50,1,8,75,75
40,2,15,1,0,0,8,50,0
40,2,20,1,0,1,7,15,50
30,1,15,1,30,0,10,100,30
40,2,6,1,5,0,9,20,30
30,1,3,2,80,0,9,90,70
30,1,9,1,70,1,10,0,80
40,2,15,1,0,0,4,50,10
20,1,6,-1,10,0,8,0,20
30,2,6,1,0,0,8,0,0
40,1,22,2,75,0,3,80,50
30,2,9,1,10,0,7,15,15
30,2,10,0,5,1,6,20,20
40,1,23,1,10,1,9,10,10
30,3,5,-1,0,1,9,100,0
40,1,8,1,40,1,9,0,0
30,1,12,1,60,0,7,50,50
30,2,15,2,0,1,10,0,0
40,2,30,1,8,1,8,15,7
20,1,6,2,90,1,7,90,70
50,1,40,1,10,0,9,30,0
30,1,10,2,10,1,7,40,15
40,1,15,2,30,0,7,0,40
30,3,12,2,0,0,9,30,0
30,1,2,1,85,1,8,100,10
50,2,30,2,0,0,8,40,50
30,2,6,2,40,1,7,60,30
40,2,19,2,20,0,8,30,0
20,3,3,1,0,1,6,0,0
30,2,9,2,10,1,5,10,0
30,1,11,2,30,0,10,30,20
40,1,23,2,20,0,9,0,40
30,3,7,2,25,1,8,11,20
50,2,22,1,70,1,7,70,70
30,2,15,1,0,0,9,20,20
30,1,10,1,5,1,6,25,10
40,2,21,0,5,1,8,9,2
30,1,14,2,15,0,10,10,5
18,2,55,-2,0,0,0,0,0
20,3,5,1,50,1,6,90,90
40,3,18,2,100,1,5,100,100
30,2,8,1,0,1,2,40,0
30,2,5,1,70,0,8,100,90
30,1,7,2,0,1,8,40,90
40,2,17,1,20,1,8,30,10
40,2,25,1,0,1,7,0,0
30,3,10,1,20,1,8,30,0
50,3,19,1,10,1,6,20,30
30,2,6,1,10,1,7,10,10
30,1,12,1,20,1,8,20,20
40,2,20,1,0,1,7,25,50
30,1,11,-1,60,1,9,10,15
20,2,6,2,10,0,10,40,20
40,1,18,2,90,0,10,0,0
60,2,29,1,0,1,8,90,0
40,2,7,1,50,0,8,20,10
30,1,15,1,70,1,7,70,80
30,1,10,-2,0,1,8,33,0
20,2,6,1,10,0,8,15,13
30,2,8,1,5,0,8,0,10
40,3,11,1,30,0,10,0,10
40,1,16,1,0,0,3,0,50
30,2,11,2,30,0,8,30,30
30,3,15,1,0,1,8,0,0
40,3,15,-1,0,0,7,30,10
40,1,18,2,30,0,9,50,10
40,2,11,1,20,1,7,15,15
40,1,25,1,0,1,3,0,0
40,2,25,1,0,0,5,0,0
20,1,5,1,0,1,7,90,0
20,3,6,0,50,1,8,20,0
20,3,5,1,40,0,7,80,80
50,1,30,2,60,1,3,0,0
30,1,11,2,30,0,8,20,5
40,2,20,1,0,1,6,0,0
20,3,5,-1,5,1,4,50,1
30,1,12,1,0,1,8,25,5
20,2,7,2,5,1,6,20,15
30,2,7,2,0,1,9,0,0
30,1,7,0,70,1,7,90,20
40,2,20,2,40,0,8,10,12
40,3,3,1,100,1,5,0,100
30,1,4,-1,0,1,3,100,100
30,2,11,1,15,1,7,60,15
30,2,9,1,20,0,8,30,0
30,2,10,2,25,1,7,25,25
30,1,17,-2,0,0,5,30,40
30,2,16,2,10,1,8,15,60
60,1,35,2,30,0,9,30,20
20,1,7,0,100,1,8,50,10
40,1,17,1,5,1,9,30,5
40,1,20,2,0,1,7,0,0
40,1,14,1,20,1,7,10,20
40,1,10,1,50,1,7,25,15
30,2,6,2,45,1,3,25,20
30,2,4,1,0,1,5,0,0
40,2,28,0,7,1,5,16,7
30,2,17,1,10,1,9,15,15
30,2,10,2,10,1,5,6,5
30,2,6,2,0,1,3,50,0
20,1,12,2,0,1,10,10,30
30,1,10,1,0,0,6,0,0
50,2,29,1,10,1,9,10,20
20,1,5,-1,80,1,6,70,50
30,2,13,2,8,1,9,10,15
30,2,15,2,30,1,9,30,10
40,1,27,2,0,1,9,20,25
30,2,10,2,25,1,9,20,15
30,2,16,2,10,0,9,10,25
30,1,10,2,70,1,8,70,100
30,1,2,1,40,1,3,100,0
40,2,22,1,50,1,7,90,50
20,1,3,1,0,1,3,40,15
30,2,9,-1,0,0,2,0,20
30,2,18,2,25,1,8,25,10
30,2,11,2,7,1,6,15,45
30,2,8,2,10,1,7,15,5
40,2,15,1,20,1,9,25,0
20,2,5,1,90,1,9,100,100
30,1,3,1,0,1,8,30,0
40,1,7,1,0,1,4,0,0
30,2,4,1,0,1,8,0,0
30,2,12,2,0,0,6,0,0
40,3,20,0,80,1,5,70,60
30,1,9,2,5,1,9,30,0
20,2,7,1,80,1,7,30,50
30,2,23,1,0,0,5,0,0
30,3,8,2,30,0,8,10,40
40,1,14,0,0,1,8,20,0
30,3,16,-2,0,1,4,75,0
30,2,11,0,10,1,8,0,30
40,2,26,1,10,1,8,30,15
40,2,10,2,50,1,10,20,0
40,1,28,2,0,0,6,10,0
30,3,6,-1,10,0,7,20,0
40,1,17,2,20,1,8,20,0
50,2,24,1,10,1,7,20,20
30,1,5,1,20,1,6,20,10
50,2,35,2,0,1,8,25,25
40,2,9,1,0,1,8,25,20
50,2,20,1,30,1,8,5,30
30,2,6,1,30,1,8,30,15
40,1,10,1,10,1,8,30,10
50,3,23,1,60,1,6,60,70
30,2,10,0,60,1,5,50,65
40,1,8,2,50,1,8,90,40
40,2,30,2,5,0,6,40,5
40,3,29,1,0,0,8,0,0
50,1,25,2,25,0,6,20,30
30,2,10,1,0,0,10,100,0
40,3,29,1,5,0,8,40,5
30,2,18,1,0,1,3,0,0
40,3,10,0,0,1,5,60,50
20,2,8,2,100,0,10,100,0
40,2,15,1,0,1,7,0,0
30,1,12,1,10,1,7,10,10
30,1,8,1,5,1,7,25,15
20,2,10,0,5,1,7,15,20
20,1,5,-1,0,1,8,25,0
30,1,6,0,20,1,10,20,2
40,2,15,1,30,0,7,90,100
40,2,7,1,20,1,9,20,20
20,1,8,1,0,1,7,0,0
20,2,8,1,11,1,8,30,20
30,1,14,2,100,0,5,100,50
30,2,10,1,80,0,7,70,99
30,3,7,2,0,1,7,0,0
30,2,13,1,10,0,7,15,5
20,1,6,1,0,0,7,0,0
30,1,13,0,90,1,7,70,70
65,1,39,0,25,1,8,0,75
30,2,9,2,0,0,10,0,0
50,1,28,1,0,1,9,0,0
20,3,6,-1,0,0,7,20,0
30,2,22,2,15,1,7,15,10
20,2,6,2,5,1,6,30,40
50,3,20,2,0,1,10,100,100
30,2,18,2,15,1,9,15,8
30,3,10,1,0,0,7,0,0
40,2,5,1,10,0,3,10,7
30,2,9,2,5,1,6,5,5
40,1,18,1,50,1,8,10,10
30,3,8,1,25,1,7,25,60
30,3,4,1,20,1,8,70,60
30,1,12,1,5,1,10,10,20
20,2,9,2,0,1,3,15,20
40,1,20,1,20,1,7,20,10
30,2,12,1,0,0,9,0,0
30,1,5,1,70,1,7,85,95
30,2,7,1,0,1,7,10,10
30,3,8,1,0,1,7,20,20
30,3,9,1,75,1,8,95,90
50,2,32,2,15,0,7,10,10
30,2,4,2,0,1,7,25,60
20,2,6,-1,7,1,7,10,9
30,3,14,1,20,1,9,20,20
20,1,9,0,5,1,8,15,15
30,2,16,1,5,1,8,20,10
30,1,10,2,15,0,6,20,10
40,1,13,2,0,0,2,0,5
30,2,8,2,9,1,8,9,9
40,1,16,2,0,0,9,50,0
40,2,21,2,15,1,8,25,30
50,2,25,1,25,0,4,10,10
30,1,17,1,80,1,6,20,50
50,2,26,1,0,0,10,30,30
20,2,8,1,10,1,10,15,25
40,2,15,1,15,1,5,15,10
18,1,0.5,2,10,1,1,10,10
30,1,15,2,10,0,7,15,5
50,2,28,2,80,1,8,0,0
30,2,13,1,20,1,9,10,30
30,2,5,1,10,1,7,10,5
40,1,14,2,50,1,8,18,12
40,2,27,2,15,1,9,10,3
30,2,10,2,10,1,8,30,30
40,1,14,2,20,1,7,40,20
30,2,25,2,0,1,7,0,10
20,3,6,1,10,1,7,40,5
30,3,4,1,50,1,6,90,90
40,2,10,1,10,1,5,20,20
30,2,12,0,0,0,6,0,0
30,1,8,-1,0,1,6,50,50
30,2,14,1,5,1,7,5,2
20,1,5,1,100,1,4,90,40
30,2,4,1,5,0,10,10,10
50,1,20,1,20,0,9,0,0
30,1,7,1,10,0,9,10,50
30,2,9,1,0,1,8,0,0
30,3,7,1,0,0,2,0,90
30,1,4,2,0,1,9,0,0
20,3,12,1,0,0,8,20,10
30,2,10,1,5,1,8,20,20
20,1,14,1,0,0,9,35,20
40,2,21,2,10,0,7,20,20
20,3,7,2,0,0,8,0,0
30,2,17,-1,10,0,8,20,20
50,2,40,2,0,1,8,0,0
50,2,39,-1,0,1,7,0,0
40,1,14,1,0,0,7,60,0
20,1,4,1,15,1,4,0,0
20,2,5,1,70,1,4,89,80
20,1,8,2,0,1,8,0,0
50,1,15,0,10,1,8,10,50
20,3,8,-1,10,1,6,20,30
20,1,6,1,0,1,7,0,0
40,2,27,1,10,1,10,25,0
30,2,15,2,10,1,9,10,10
40,1,22,-2,0,1,6,8,12
30,2,15,1,0,1,4,10,25
30,3,7,2,0,0,8,0,0
40,1,2,1,20,1,6,10,10
30,2,5,1,25,1,7,25,0
30,3,10,1,15,0,3,25,20
30,2,15,2,20,0,6,20,20
40,1,18,2,25,1,6,5,30
30,1,15,1,40,1,6,30,10
30,2,8,1,15,1,8,15,20
30,2,5,1,6,0,7,0,0
40,1,10,2,50,1,1,0,0
40,2,18,1,0,0,5,0,0
40,2,19,2,20,1,8,35,10
30,1,12,2,30,0,8,40,0
30,2,11,1,0,1,6,0,0
30,2,15,2,30,1,8,10,30
50,2,25,2,10,1,2,70,0
30,1,20,1,30,0,10,30,10
30,3,20,2,25,0,6,30,15
50,1,26,2,10,1,8,15,10
30,3,11,1,25,1,6,25,25
20,1,2,1,0,0,10,0,0
30,3,2,1,0,1,8,8,2
30,2,12,2,0,1,8,30,20
20,3,8,1,0,0,0,10,0
30,3,8,1,0,0,10,90,50
40,3,20,2,0,0,10,0,0
30,2,17,1,50,1,7,70,80
40,2,27,2,20,1,7,20,5
30,1,9,1,0,1,7,0,35
30,2,10,1,0,1,6,0,0
40,1,20,2,0,1,9,20,30
60,2,44,1,0,0,7,0,0
30,1,15,1,40,1,10,20,10
40,2,17,1,20,0,8,30,10
30,1,12,1,0,1,7,0,20
50,1,25,2,0,1,9,0,0
20,2,6,1,10,1,8,20,25
50,3,24,1,0,0,7,0,0
60,1,5,-2,10,1,0,15,5
20,1,7,1,5,1,7,10,10
30,2,4,1,0,0,2,10,0
20,3,9,1,0,1,6,5,25
30,1,15,2,25,1,6,25,15
30,2,11,1,0,1,6,0,0
20,1,8,0,5,0,1,7,3
40,1,24,1,12,1,9,8,13
30,1,16,-2,60,1,10,10,5
40,2,20,1,0,0,8,50,0
50,2,23,2,0,0,7,0,0
40,1,23,1,80,1,8,0,80
30,1,8,2,20,1,10,20,20
30,3,16,1,10,0,9,10,18
30,2,8,1,70,1,3,40,60
30,2,8,2,50,0,2,70,0
40,1,7,2,0,1,10,0,0
50,3,30,2,0,1,5,40,0
40,1,35,1,0,1,7,50,50
30,3,15,0,0,1,8,0,50
30,2,5,0,9,0,3,10,10
40,2,10,1,10,1,10,12,12
50,3,37,1,10,0,9,10,27
30,2,16,2,0,0,9,0,0
50,1,8,1,0,1,7,50,0
30,1,18,1,20,1,8,20,20
40,1,25,2,0,0,4,25,10
40,1,10,1,0,0,5,0,0
30,3,10,0,0,0,8,40,0
30,3,14,1,0,1,7,0,0
30,2,7,1,100,1,10,80,100
30,2,14,0,10,0,8,20,15
40,1,20,2,0,1,10,25,25
30,2,8,0,20,0,8,20,15
40,2,26,2,20,1,8,20,0
20,2,7,2,0,1,6,0,0
20,2,9,1,10,1,7,16,8
40,1,24,2,25,0,6,20,20
40,2,24,1,0,1,7,0,0
50,1,39,2,25,1,10,0,20
30,1,13,1,20,1,9,25,20
30,2,15,1,10,1,7,20,20
50,2,25,-1,20,0,9,40,0
20,2,5,0,0,1,10,0,0
50,1,20,0,0,0,7,0,0
30,1,9,1,10,1,6,20,10
30,3,10,1,70,0,8,80,80
40,1,24,1,15,1,8,5,0
40,2,20,2,20,1,4,10,30
30,2,3,2,80,1,9,80,70
30,2,14,1,30,1,7,20,5
30,3,4,2,0,0,7,0,0
40,2,19,2,49,1,9,49,0
40,1,6,-2,0,0,9,20,40
40,1,19,1,20,1,8,30,30
50,1,40,1,0,0,0,0,0
30,2,15,1,0,1,7,0,0
30,3,8,1,0,1,5,20,20
30,2,15,1,0,0,7,0,0
50,2,25,0,0,0,7,50,0
30,2,8,1,0,1,3,10,20
30,2,10,1,10,0,7,45,5
40,1,28,1,30,1,9,10,20
40,2,16,1,0,0,7,30,0
30,2,8,1,0,1,7,0,0
30,2,14,1,50,1,8,50,0
30,2,8,2,10,1,8,30,0
30,3,10,1,6,0,6,9,10
20,2,6,0,0,0,6,0,0
30,2,10,1,0,1,6,0,0
30,2,10,2,20,0,7,25,5
30,1,10,2,0,1,7,0,0
30,1,12,2,0,1,7,60,15
20,3,3,-2,0,1,7,0,0
40,2,27,2,20,0,7,20,20
30,1,2,0,70,1,7,80,80
50,2,25,1,20,0,6,15,20
30,3,13,1,8,1,4,9,8
30,2,9,2,0,0,2,0,0
30,1,2,1,0,0,10,20,0
20,1,5,0,70,1,4,50,40
40,1,23,1,10,1,8,20,10
40,1,17,2,5,1,9,15,20
30,2,7,2,30,1,7,70,0
40,1,7,0,20,0,7,30,10
20,1,10,0,10,0,4,30,10
40,3,24,1,0,1,5,0,0
30,3,10,1,95,1,7,85,67
30,3,8,0,0,1,6,25,25
30,1,5,1,0,1,4,0,0
20,2,13,-1,0,1,3,0,0
40,1,29,2,15,1,7,20,10
40,2,25,1,0,1,7,0,0
40,2,29,2,20,1,10,20,5
30,3,10,0,70,0,8,80,100
30,1,9,1,80,1,7,90,50
40,1,27,1,10,1,9,30,0
30,2,15,2,30,0,7,20,20
30,2,9,0,11,1,10,13,15
20,1,8,-1,10,1,7,10,40
40,2,17,2,30,1,8,30,10
40,1,13,2,10,1,2,20,15
20,2,9,0,0,0,4,100,80
40,1,15,2,20,0,9,15,0
30,1,20,-1,20,1,6,20,6
40,2,18,2,33,1,8,33,33
20,2,2,1,0,1,7,15,40
20,1,11,1,75,0,7,30,50
50,1,37,2,10,1,7,20,10
30,3,10,2,0,1,8,0,0
20,2,7,1,0,1,9,0,0
30,1,29,1,50,0,7,15,3
30,1,7,2,8,1,7,20,20
30,2,20,1,0,1,10,10,30
30,1,12,1,0,1,10,0,0
30,2,10,1,30,0,6,20,30
30,1,12,2,90,1,10,100,100
40,1,18,2,30,0,8,30,20
20,2,6,1,5,1,1,25,25
30,1,8,2,80,1,7,100,90
40,3,22,1,0,0,3,10,20
40,2,12,2,0,1,6,0,0
30,2,11,2,20,1,5,0,20
30,2,10,1,0,1,7,40,0
30,2,20,2,20,1,5,30,20
50,1,30,-1,70,1,7,70,0
40,2,25,2,85,1,8,5,10
40,2,18,1,50,0,7,60,70
20,1,17,1,0,1,5,0,0
20,2,7,1,0,1,6,0,0
30,2,12,-1,60,1,3,50,70
50,1,8,1,0,0,8,90,70
50,2,37,1,0,0,9,0,50
30,1,13,1,10,1,6,30,0
50,3,35,2,50,1,9,20,10
40,1,24,0,30,1,7,20,0
30,1,6,-2,50,1,10,10,15
30,2,7,1,0,1,7,0,0
30,1,6,-2,16,1,1,10,25
40,1,10,2,0,1,8,40,30
40,1,22,1,0,1,9,30,30
40,1,3,0,0,1,6,10,15
20,1,10,-2,0,1,1,5,0
40,2,20,2,10,1,6,10,20
40,3,8,-2,40,1,3,60,80
20,3,6,2,10,0,8,20,30
30,3,10,2,100,1,10,100,100
30,2,10,2,0,1,7,0,0
30,3,4,2,5,0,1,5,15
20,1,5,1,20,0,7,10,30
60,2,40,2,30,1,7,0,0
20,3,7,1,20,1,8,20,0
20,2,7,1,0,1,5,0,0
40,1,17,1,20,1,7,40,0
30,2,20,1,15,1,7,0,10
40,1,12,1,90,1,8,80,90
20,2,10,1,20,1,4,20,20
40,2,13,0,0,1,6,30,20
40,1,17,1,5,0,7,15,0
40,1,12,1,10,1,7,100,60
30,3,9,0,70,1,10,70,95
20,3,4,1,0,1,4,0,0
30,1,14,2,80,0,5,70,90
30,2,14,1,26,0,9,10,5
30,3,4,2,40,1,9,30,15
30,2,8,1,10,0,6,20,40
30,2,6,2,5,1,8,0,25
40,1,19,2,0,1,8,0,80
30,2,15,2,10,0,7,10,20
40,1,15,1,0,0,5,30,0
30,3,14,1,0,1,6,30,20
50,2,32,1,0,0,6,25,25
50,3,38,1,17,1,9,17,17
30,2,13,2,5,0,4,5,22
30,2,18,2,5,0,8,10,20
40,3,20,2,20,1,6,20,20
40,2,17,0,16,1,7,18,12
20,3,11,1,0,1,6,30,0
40,3,5,2,0,1,7,0,0
30,2,11,2,0,1,8,0,25
40,1,21,2,0,1,7,23,10
40,2,18,1,20,0,8,30,10
30,2,20,2,10,1,10,20,10
60,1,30,1,50,0,9,0,0
40,3,16,1,5,0,9,20,10
50,2,37,2,30,0,3,30,0
40,2,15,1,0,1,10,15,40
50,3,35,1,30,1,7,20,10
30,2,14,1,0,1,10,0,0
50,1,33,2,0,1,6,15,15
30,2,8,1,70,0,7,85,50
30,2,15,2,0,1,9,50,40
40,1,5,1,5,0,6,0,0
30,2,15,1,8,1,5,7,7
30,1,12,1,0,1,9,0,0
30,2,14,1,50,1,7,80,100
30,1,12,2,0,1,8,20,30
20,2,11,2,0,0,5,0,0
40,2,24,2,30,0,8,20,15
30,1,4,2,40,0,2,50,0
40,2,30,1,30,0,8,30,0
30,3,25,1,10,0,4,50,50
30,3,15,1,0,1,10,0,0
20,1,7,0,0,0,5,10,40
30,1,9,1,5,1,7,30,20
40,1,15,2,2,1,7,2,6
40,1,18,1,0,1,6,0,0
40,2,13,1,0,1,9,20,0
30,1,10,-1,50,0,8,80,100
60,1,44,2,0,0,10,0,0
40,2,6,2,0,0,7,0,0
30,1,12,1,0,1,6,0,0
20,2,4,-2,20,1,8,20,20
30,1,12,2,5,1,2,20,5
